title,link,authors,publication,article_year
The pupil cycle time in familial dysautonomia. Further evidence for denervation hypersensitivity.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:5nxA0vEk-isC,"N Gadoth, N Schlaen, D Maschkowski, M Bechar","Metabolic, Pediatric, and Systemic Ophthalmology 7 (3), 131-134, 1983",1983
Superficial hemosiderosis of the central nervous system,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:UeHWp8X0CEIC,"E Kott, M Bechar, B Bornstein, HM Askenasy, U Sandbank","Acta Neurochirurgica 14 (3), 287-298, 1966",1966
Baclofen in trigeminal neuritis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:hFOr9nPyWt4C,"R Hering, A Kuritzki, M Bechar","Harefuah 102 (2), 63-64, 1982",1982
Intradural arachnoid cysts with scalloping of vertebrae in the lumbosacral region,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:qxL8FJ1GzNcC,"M Bechar, JWF Beks, L Penning","Acta Neurochirurgica 26 (4), 275-283, 1972",1972
Basal plasma HGH and cortisol levels and the effect of clonidine administration in female migrainous patients,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:7PzlFSSx8tAC,"A Weizman, I Gil-Ad, R Weizman, R Hering, M Bechar, S Tyano, Z Laron","Neuropsychobiology 12 (2-3), 106-111, 1984",1984
Polyneuropathy associated with hyperlipemia,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:_FxGoFyzp5QC,"M Bechar, E Kott, B Bornstein","Stereotactic and Functional Neurosurgery 31 (5), 281-288, 1969",1969
"Front D, Bornstein B, Matz S. Cervical myelopathy caused by narrowing of the cervical spinal canal. The value of x-ray examination of the cervical spinal column in extension",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:bEWYMUwI8FkC,M Bechar,"Clin Radiol 22 (1), 63-68, 1971",1971
Abnormal orbicularis oculi reflex response in sleep apnea secondary to acromegaly. Evidence of pontomedullary dysfunction in sleep apnea syndrome.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:ZeXyd9-uunAC,"N Gadoth, M Bechar, J Seggev, M Kushnir, A Gilai","Israel journal of medical sciences 24 (2), 96-100, 1988",1988
DETECTION OF AUTOMATIC IMBALANCE USING SPECTRAL-ANALYSIS OF HEART-RATE FLUCTUATIONS IN MIGRAINOUS PATIENTS,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:-f6ydRqryjwC,"A Kuritzky, S Appel, I Zahavi, R Hering, I Kutz, S Akselrod, M Bechar","Headache 26 (6), 310-311, 1986",1986
CARDIAC-ARRHYTHMIAS IN MIGRAINE-A 24-H HOLTER STUDY,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:mVmsd5A6BfQC,"A Kuritzky, I Zahavi, S Appel, R HERING, S DAVIDOVITCH, M BECHAR","ISRAEL JOURNAL OF MEDICAL SCIENCES 21 (10), 871-871, 1985",1985
"Vasospasm in migraine, a generalized disorder",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:_kc_bZDykSQC,"A Kuritzky, I Zahavi, A Chagnac, R Hering, S Davidovitch, M Bechar","Headache 23 (3), 138-138, 1983",1983
Demyelination of the posterior and anterior columns of the spinal cord in association with metabolic disturbances.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:qUcmZB5y_30C,"E Kott, M Bechar, B Bornstein, U Sandbank","Israel Journal of Medical Sciences 7 (4), 577-580, 1971",1971
Cervical myelopathy caused by narrowing of the cervical spinal canal. The value of x-ray examination of the cervical spinal column in extension,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:hqOjcs7Dif8C,"M Bechar, D Front, B Bornstein, S Matz","Clinical Radiology 22 (1), 63-68, 1971",1971
Iv amantidine sulfate for extrapyramidal crisis.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:4DMP91E08xMC,"N Gadoth, H Sroka, G Goldhammer, J Alcalay, M Bechar","Clinical Pharmacy 4 (2), 146-146, 1985",1985
Horizontal gaze palsy as presenting symptom of brainstem encephalitis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:hC7cP41nSMkC,"N Gadoth, G Goldhammer, J Alcalay, M Bechar","Neuro-Ophthalmology 5 (3), 211-213, 1985",1985
DYSTONIA WITH MARKED DIURNAL-VARIATION AND SLEEP ABNORMALITIES IN CHILDHOOD,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:Tyk-4Ss8FVUC,"N Gadoth, P LAVY, M Bechar","ISRAEL JOURNAL OF MEDICAL SCIENCES 15 (3), 289-290, 1979",1979
Myopathy in primary hyperparathyroidism,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:HDshCWvjkbEC,"M Kushnir, M Shapira, M Bechar","Harefuah 92 (12), 551-552, 1977",1977
Neurologic complications following aortography,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:YOwf2qJgpHMC,"E Kott, I Kott, M Bechar, I Urca, B Bornstein","Vascular diseases 3 (6), 398-402, 1966",1966
Acute necrotic myelitis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:Y0pCki6q_DkC,"M Bechar, E Sroka, B Bornstein","Dapim refuiim. Folia Medica 24 (5), 367-371, 1965",1965
Benign Myalgic Encephalomyelitis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:QIV2ME_5wuYC,"B Bornstein, M Bechar, H Lass","European Neurology 139 (3), 132-140, 1960",1960
A 14 amino acid peptide containing stress protein sequences protects against Alzheimer's-associated neurotoxicity in vivo,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:zYLM7Y9cAGgC,"I Gozes, A Davidson, A Bardea, M Bechar, Y Gozes, E Giladi, J Hauser, ...","ISRAEL JOURNAL OF MEDICAL SCIENCES 32, S24-S24, 1996",1996
EPILEPSY AMONG PARENTS OF CHILDREN WITH CLEFT-LIP AND PALATE,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:IjCSPb-OGe4C,"E TAUBE, Y MILLO, M BECHAR, N GADOTH","ISRAEL JOURNAL OF MEDICAL SCIENCES 22 (12), 929-929, 1986",1986
Phenytoin toxicity and hypothyroidism,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:Zph67rFs4hoC,"N Gadoth, M Kushnir, M Bechar","Reactions, 3, 1986",1986
SLEEP STRUCTURE AND PERIODIC LEG MOVEMENTS IN FAMILIAL DYSTONIA WITH DIURNAL-VARIATION-THE VALUE OF SLEEP RECORDING IN EARLY DIAGNOSIS,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:Wp0gIr-vW9MC,"N GADOTH, H COSTEFF, P LAVIE, M BECHAR","ELECTROENCEPHALOGRAPHY AND CLINICAL NEUROPHYSIOLOGY 60 (1), P20-P20, 1985",1985
HYPOTHYROIDISM AND PHENYTOIN INTOXICATION-REPLY,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:2osOgNQ5qMEC,"N GADOTH, M KUSHNIR, M BECHAR","ANNALS OF INTERNAL MEDICINE 103 (4), 640-640, 1985",1985
ECG AND HORMONAL CHANGES IN A MIGRAINE ATTACK,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:8k81kl-MbHgC,"A KURITZKY, I ZEHAVI, R HERING, A CHAGNAC, S DAVIDOVITCH, ...","HEADACHE 24 (3), 160-160, 1984",1984
URINARY ELIMINATION OF PYRIDOSTIGMINE IN MYASTHENIA-GRAVIS-A PRELIMINARY-REPORT OF ITS RELATION TO STEROID-ADMINISTRATION,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:Se3iqnhoufwC,"N GADOTH, A SHATKAY, M BECHAR","ISRAEL JOURNAL OF MEDICAL SCIENCES 20 (6), 563-563, 1984",1984
Respiratory center sensitivity in multiple sclerosis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:aqlVkmm33-oC,"S Versano, TH Treves, I Bruderman, M Bechar, AD Korczyn","Harefuah 103 (5-6), 93-96, 1982",1982
CELL-MEDIATED-IMMUNITY TO LEVODOPA IN PARKINSONIAN-PATIENTS,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:dhFuZR0502QC,"A KURITZKY, S DAVIDOVITCH, E LIVNI, M BECHAR","ISRAEL JOURNAL OF MEDICAL SCIENCES 15 (3), 293-294, 1979",1979
"DYSTONIA, SPASTIC PARAPLEGIA AND PSEUDO-OPHTHALMOPLEGIA-FAMILY WITH FERGUSON-CRITCHLEY SYNDROME",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:ufrVoPGSRksC,"N GADOTH, M BECHAR","ISRAEL JOURNAL OF MEDICAL SCIENCES 15 (3), 290-291, 1979",1979
Muscle damage in hyperparathyroidism,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:UebtZRa9Y70C,"M Kushnir, M Shapira, M Bechar","Harefuah 95 (12), 444-446, 1978",1978
Intermittent cauda equina claudication,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:r0BpntZqJG4C,"R Chering, M Bechar","Harefuah 95 (1), 14-16, 1978",1978
PAINFUL TONIC SEIZURES IN MULTIPLE-SCLEROSIS,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:ULOm3_A8WrAC,"A KURITZKY, T TREVES, M BECHAR","ISRAEL JOURNAL OF MEDICAL SCIENCES 14 (7), 827-827, 1978",1978
TRANSIENT NEUROLOGICAL SIGNS IN MIGRAINE,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:roLk4NBRz8UC,"A KURITZKY, M BECHAR","HAREFUAH 95 (9), 290-291, 1978",1978
PATTERN OF ORBICULARIS OCULI REFLEX IN RABBITS AND A PATIENT DURING BLOOD PO2 DEPRESSION AND PCO2 ELEVATION,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:WF5omc3nYNoC,"M BECHAR, M MANOACH, M PAZ, N KARIV","ISRAEL JOURNAL OF MEDICAL SCIENCES 14 (7), 827-827, 1978",1978
Hydrocephalus in chronic post head injury patients,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:u-x6o8ySG0sC,M Bechar,"Harefuah 92 (10), 438-440, 1977",1977
Myelopathy following clioquinol,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:j3f4tGmQtD8C,"AD Korczyn, A Kuritzky, M Bechar","Harefuah 92 (10), 456-458, 1977",1977
Acute cervical myelopathy,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:_Qo2XoVZTnwC,"M Bechar, R Herring","Harefuah 92 (10), 454-456, 1977",1977
Postural Scintimyelography and Dynamic CSF-Pressure Measurements in Cervical Myelopathy,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:L8Ckcad2t8MC,"J Lakke, M Bechar, H Beekhuis","Acta Radiologica. Diagnosis 16 (347_suppl), 431-436, 1975",1975
"Peripheral nerve, skin and muscle lesions following barbiturate poisoning",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:KlAtU1dfN6UC,"M Bechar, B Bornstein","Harefuah 81 (6), 266-268, 1971",1971
Clonidine treatment in paroxysmal localized hyperhidrosis.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:TFP_iSt0sucC,"A Kuritzky, R Hering, G Goldhammer, M Bechar","Harefuah 64, 127-129, 1963",1963
"132 Avenarius, Zum Problem des schizophrenen Defektes Mayer-Gross, W.: Das Problem der typischen Verläufe. Z. ges. Neurol. Psychiat.",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=g9DEiLEAAAAJ&pagesize=100&citation_for_view=g9DEiLEAAAAJ:R3hNpaxXUhUC,"B BORNSTEIN, M BECHAR, H LASS","Psychiatr Neurol (Basel) 139, 132, 1960",1960
,,,,
