title,link,authors,publication,article_year
Analysis of the impact of governance on bank performance: case of commercial Tunisian banks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:738O_yMBCRsC,"C Hajer, J Anis","Journal of the Knowledge Economy 9 (3), 871-895, 2018",2018
"Institutional investors, corporate governance, and earnings management around merger: evidence from French absorbing firms",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:ZuybSZzF8UAC,"M Njah, A Jarboui","Journal of Economics Finance and Administrative Science 18 (35), 89-96, 2013",2013
CEO emotional intelligence and board of directors' efficiency,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:8k81kl-MbHgC,"MA Azouzi, A Jarboui","Corporate Governance: The international journal of business in society, 2013",2013
The social disclosure impact on corporate financial performance: Case of big French companies,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:nb7KW1ujOQ8C,"A Najah, A Jarboui","International Journal of Business Management and Research 3 (4), 2013",2013
"Market, interest rate, and exchange rate risk effects on financial stock returns during the financial crisis: AGARCH-M approach",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:9yKSN-GCB0IC,"A Mouna, J Anis","Cogent Economics & Finance 4 (1), 1125332, 2016",2016
Earnings management and performance of French IPO companies,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:_FxGoFyzp5QC,"D Chiraz, J Anis","Journal of Accounting and Taxation 5 (1), 1-14, 2013",2013
Audit reports timeliness: Empirical evidence from Tunisia,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:isC4tDSrTZIC,"I Fakhfakh Sakka, A Jarboui","Cogent Business & Management 3 (1), 1195680, 2016",2016
Voluntary and timely disclosure and the cost of debt: South African evidence,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:xtRiw3GOFMkC,"A Guidara, H Khlif, A Jarboui","Meditari Accountancy Research, 2014",2014
The mediating effect of REM on the relationship between CEO overconfidence and subsequent firm performance moderated by IFRS adoption: A moderated-mediation analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:dshw04ExmUIC,"A Kouaib, A Jarboui","Research in International Business and Finance 42, 338-352, 2017",2017
Tunisian revolution and stock market volatility: evidence from FIEGARCH model,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:_kc_bZDykSQC,"A Jeribi, M Fakhfekh, A Jarboui","Managerial Finance, 2015",2015
Determinants of banks performance: Viewing Test by Cognitive Mapping Technique: A case of biat,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:ZHo1McVdvXMC,"G Nassreddine, S Fatma, J Anis","International review of management and Business research 2 (1), 20, 2013",2013
Real earnings management in innovative firms: does CEO profile make a difference?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:WF5omc3nYNoC,"A Kouaib, A Jarboui","Journal of Behavioral and Experimental Finance 12, 40-54, 2016",2016
CEO emotional bias and capital structure choice. Bayesian network method,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:UebtZRa9Y70C,"MA Azouzi, A Jarboui","Business Excellence and Management 2 (2), 47-70, 2012",2012
Financial reporting delay and investors behavior: Evidence from Tunisia,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:fQNAKQ3IYiAC,"A Mouna, J Anis","INTERNATIONAL JOURNAL OF MANAGEMENT AND BUSINESS RESEARCH 3 (1), 57-67, 2013",2013
An empirical investigation of determinants of sustainability report assurance in France,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:g5m5HwL7SMYC,"YM Sellami, NDB Hlima, A Jarboui","Journal of Financial Reporting and Accounting, 2019",2019
Exploring the relation between corporate reporting and corporate governance effectiveness,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:dQ2og3OwTAUC,"M Kachouri, A Jarboui","Journal of Financial Reporting and Accounting, 2017",2017
The moderating effect of CEO profile on the link between cutting R&D expenditures and targeting to meet/beat earnings benchmarks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:hFOr9nPyWt4C,"A Kouaib, A Jarboui","The Journal of High Technology Management Research 27 (2), 140-160, 2016",2016
Tax avoidance: do board gender diversity and sustainability performance make a difference?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:IWHjjKOFINEC,"A Jarboui, MKB Saad, R Riguen","Journal of Financial Crime, 2020",2020
CEO characteristics and earnings management: empirical evidence from France,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:u5HHmVD_uO8C,"D Bouaziz, B Salhi, A Jarboui","Journal of Financial Reporting and Accounting, 2020",2020
"Boards, retained ownership and failure risk of French IPO firms",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:r0BpntZqJG4C,"C Djerbi, J Anis","Corporate Governance, 2015",2015
CEO emotional bias and dividend policy: Bayesian network method,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:NJ774b8OgUMC,"AM Ali, J Anis","Business and Economic Horizons (BEH) 7 (1232-2016-101100), 1-18, 2012",2012
"CSR, agency costs and investment-cash flow sensitivity: a mediated moderation analysis",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:8AbLer7MMksC,"M Samet, A Jarboui","Managerial Finance, 2017",2017
Le couple Risque/Horizon temporel des investissements est-il gouverné par les institutionnels et les actionnaires dominants?[The couple Risk/Investment Time Horizon is it …,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:Tyk-4Ss8FVUC,"A Jarboui, B Olivero","Banque et Marchés 93 (1), 20-34, 2008",2008
Do discretionary accruals affect firms’ corporate dividend policy? Evidence from France,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:pyW8ca7W8N0C,"AB Amar, OB Salah, A Jarboui","Journal of Financial Reporting and Accounting, 2018",2018
The effects of corporate governance on the stock return volatility: During the financial crisis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:Tiz5es2fbqcC,"M Aloui, A Jarboui","International Journal of Law and Management, 2018",2018
Corporate social responsibility and payout decisions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:eflP2zaiRacC,"M Samet, A Jarboui","Managerial Finance, 2017",2017
The mediating role of corporate social responsibility on the relationship between governance and tax avoidance: UK common law versus French civil law,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:_Qo2XoVZTnwC,"B Salhi, R Riguen, M Kachouri, A Jarboui","Social Responsibility Journal, 2019",2019
Financial literacy and economics education among young adults: An observation from Tunisia,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:u_35RYKgDlwC,"M Amari, A Jarboui","Journal of Business & Finance Librarianship 20 (3), 209-219, 2015",2015
CEO emotional intelligence and firms’ financial policies. Bayesian network method,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:LO7wyVUgiFcC,"MA Azouzi, A Jarboui","Contemporary Economics 8 (1), 5-24, 2014",2014
The Evidence of Management motivation to revalue property plant and Equipment in Tunisia,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:hkOj_22Ku90C,"MA Azouzi, A Jarboui","Journal of Accounting and Taxation 4 (2), 19-28, 2011",2011
Evaluating the effects of sociodemographic characteristics and financial education on saving behavior,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:yB1At4FlUx8C,"M Amari, B Salhi, A Jarboui","International Journal of Sociology and Social Policy, 2020",2020
The impact of ISO 26000 social responsibility standard adoption on firm financial performance: Evidence from France,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:4TOpqqG69KYC,"S Chakroun, B Salhi, AB Amar, A Jarboui","Management Research Review, 2019",2019
Financial reporting delay and corporate governance: Evidence from Tunisia,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:M3NEmzRMIkIC,"M Amari, A Jarboui","Business and Management 5 (4), 32-46, 2013",2013
Herding behaviour and Islamic market efficiency assessment: case of Dow Jones and Sukuk market,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:zYLM7Y9cAGgC,"E Mnif, B Salhi, A Jarboui","International Journal of Islamic and Middle Eastern Finance and Management, 2019",2019
"Biometry, length-length and length-weight relationships of little tuna Euthynnus alletteratus in the Tunisian waters",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:uc_IGeMz5qoC,"G Hajjej, A Hattour, A Hajjej, H Allaya, A Jarboui, A Bouain","Journal of fisheries and Aquatic Science 6 (3), 256, 2011",2011
Dependence between oil and commodities markets using time-varying Archimedean copulas and effectiveness of hedging strategies,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:evX43VCCuoAC,"A Ghorbel, W Hamma, A Jarboui","Journal of Applied Statistics 44 (9), 1509-1542, 2017",2017
"Impact of board characteristics on governance, environmental and ethical disclosure",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:HE397vMXCloC,"H Khaireddine, B Salhi, J Aljabr, A Jarboui","Society and Business Review, 2020",2020
"Direct and mediated associations among earnings quality, book-tax differences and the audit quality",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:W7OEmFMy1HYC,"RR Koubaa, A Jarboui","Journal of Financial Reporting and Accounting, 2017",2017
Corporate governance and firm characteristics as explanatory factors of shareholder activism: Validation through the French context,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:9vf0nzSNQJEC,"SB Souha, J Anis","Cogent Economics & Finance 4 (1), 1150407, 2016",2016
"External auditor's characteristics, corporate governance and audit reporting quality",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:TFP_iSt0sucC,"IF Sakka, A Jarboui","International Journal of Accounting and Economics Studies 3 (2), 109-116, 2015",2015
"CEO emotional bias and investment decision, Bayesian network method",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:hC7cP41nSMkC,"M Azouzi, J Anis","Management Science Letters 2 (4), 1259-1278, 2012",2012
ICT dynamics for gender inclusive intermediary education: minimum poverty and inequality thresholds in developing countries,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:LI9QrySNdTsC,"S Asongu, M Amari, A Jarboui, K Mouakhar","Telecommunications Policy 45 (5), 102125, 2021",2021
"A study on small investors’ sentiment, financial literacy and stock returns: evidence for emerging market",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:cFHS6HbyZ2cC,"A Mouna, J Anis","International Journal of Accounting and Economics Studies 3 (1), 10-19, 2015",2015
Do women in board represent less corporate tax avoidance? A moderation analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:roLk4NBRz8UC,"R Riguen, B Salhi, A Jarboui","International Journal of Sociology and Social Policy, 2020",2020
Does CEO emotional intelligence affect the performance of the diversifiable companies?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:WA5NYHcadZ8C,"F Ezzi, MA Azouzi, A Jarboui","Cogent Economics & Finance 4 (1), 1230958, 2016",2016
The factors forming investor’s failure: Is financial literacy a matter? Viewing test by cognitive mapping technique,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:4JMBOYKVnBMC,"A Mouna, J Anis","Cogent Economics & Finance 3 (1), 1057923, 2015",2015
Board of directors’ effectiveness and sustainable performance: The triple bottom line,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:p__nRnzSRKYC,"A Kouaib, S Mhiri, A Jarboui","The Journal of High Technology Management Research 31 (2), 100390, 2020",2020
"The moderating role of Shariah supervisory board on the relationship between board effectiveness, operational risk transparency and bank performance",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:VLnqNzywnoUC,"S Neifar, B Salhi, A Jarboui","International Journal of Ethics and Systems, 2020",2020
The impact of interest rate and exchange rate volatility on bank's returns and volatility: Evidence from Tunisian,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:j8SEvjWlNXcC,"A Mouna, MJ Anis","International Journal of Information, Business and Management 5 (4), 73, 2013",2013
"Stock market, interest rate and exchange rate risk effects on non financial stock returns during the financial crisis",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:5nxA0vEk-isC,"A Mouna, J Anis","Journal of the Knowledge Economy 8 (3), 898-915, 2017",2017
The impact of gender diversity on the relationship between managerial entrenchment and corporate social responsibility: evidence from UK companies,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:t7zJ5fGR-2UC,"M Kachouri, B Salhi, A Jarboui","Journal of Global Responsibility, 2020",2020
Sticky cost behavior and its implication on accounting conservatism: a cross-country study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:qjMakFHDy7sC,"YM Fourati, RC Ghorbel, A Jarboui","Journal of Financial Reporting and Accounting, 2020",2020
Corporate governance and delisting risk of French IPO firms,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:aqlVkmm33-oC,"D Chiraz, J Anis","International Review of Management and Business Research 2 (1), 117-127, 2013",2013
DETERMINANTS OF BANKS PERFORMANCE: VIEWING TEST BY COGNITIVE MAPPING TECGNIQUE (CASE OF BIAT),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:_Re3VWB3Y0AC,"N Garoui, F Sessi, A Jarboui","International Journal of Contemporary Economics and Administrative Sciences …, 2013",2013
Social disclosure: What are the main explanatory factors? An empirical test in the Tunisian context,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:TQgYirikUcIC,"D Rahma, J Anis","International Journal of Accounting and Economics Studies 2 (1), 34-39, 2013",2013
"COVID-19, bitcoin market efficiency, herd behaviour",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:k8Z6L05lTy4C,"E Mnif, A Jarboui","Review of Behavioral Finance, 2021",2021
CEOs’ accounting-based attributes and earnings management strategies under mandatory IFRS adoption,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:RGFaLdJalmkC,"A Kouaib, A Jarboui, K Mouakhar","Journal of Applied Accounting Research, 2018",2018
Impact of incubators on social entrepreneurship intention: an empirical study related to Tunisia,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:NMxIlDl6LWMC,"IB Chikha, A Jarboui","International Journal of Social Entrepreneurship and Innovation 4 (4), 305-323, 2017",2017
Investor’s commitment bias and escalation of firm’s investment decision,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:tzM49s52ZIMC,"F Hamza, A Jarboui","Corporate Ownership and Controle 9, 369-380, 2012",2012
The moderating effect of audit quality on the relation between shareholder activism and earnings management: Evidence from France.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:XiSMed-E-HIC,"SB Siala, A Jarboui","Contemporary economics 13 (1), 63-78, 2019",2019
"Normal, abnormal book-tax differences and accounting conservatism.",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:ufrVoPGSRksC,"RR Koubaa, A Jarboui","Asian Academy of Management Journal of Accounting & Finance 13 (1), 2017",2017
Crowd funding for financing innovative and social entrepreneurship: Literature,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:mVmsd5A6BfQC,"A Najah, A Jarboui","Journal of Business Management and Economics, 2015",2015
Corporate governance: Behavioral approach and cognitive mapping technique,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:SdhP9T11ey4C,"G Nassreddine, A Jarboui","Contemporary economics 8 (2), 229-242, 2014",2014
"Entrepreneurial culture, profile of the leader and entrepreneurial orientation: Empirical application in the case of the Tunisian companies",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:Mojj43d5GZwC,"M Zouhayer, J Anis","Management Strategies Journal 22 (4), 18-25, 2013",2013
Environmental audit and environmental disclosure quality,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:O3NaXMp0MMsC,"M Marwa, B Salhi, A Jarboui","Scientific Annals of Economics and Business 67 (1), 93-115, 2020",2020
Big data tools for Islamic financial analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:p2g8aNsByqUC,"E Mnif, A Jarboui, MK Hassan, K Mouakhar","Intelligent Systems in Accounting, Finance and Management 27 (1), 10-21, 2020",2020
Corporate governance and information transparency: a simultaneous equations approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:mB3voiENLucC,"M Kachouri, A Jarboui","Asian Economic and Financial Review 7 (6), 550-560, 2017",2017
Extra-financial disclosure and the cost of debt of big french companies,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:JV2RwH3_ST0C,"A Najah, A Jarboui","Business Excellence and Management 3 (4), 57-69, 2013",2013
Do CEO overconfidence and narcissism affect corporate social responsibility in the UK listed companies? The moderating role of corporate governance,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:b1wdh0AR-JQC,"A Bouzouitina, M Khaireddine, A Jarboui","Society and Business Review, 2021",2021
The moderating role of audit quality on the relationship between auditor reporting and earnings management: empirical evidence from Tunisia,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:BUYA1_V_uYcC,"F Imen, J Anis","EuroMed Journal of Business, 2020",2020
"Financial literacy in Tunisia: Its determinants and its implications on investment behavior. Research in International Business and Finance, 39, 568–577",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:rmuvC79q63oC,"A Mouna, J Anis",,2017
Loan officers and soft information production,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:NaGl4SEjCO4C,"L Sahar, J Anis","Cogent Business & Management 3 (1), 1199521, 2016",2016
Empirical determinants of relationship lending,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:IjCSPb-OGe4C,"S Loukil, A Jarboui","Cogent Economics & Finance 4 (1), 1163773, 2016",2016
Does corporate governance affect financial communication transparency? Empirical evidence in the Tunisian context,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:XiVPGOgt02cC,"M Kachouri Ben Saad, A Jarboui","Cogent Economics & Finance 3 (1), 1090944, 2015",2015
Impact des mécanismes de gouvernance sur la stratégie de diversification des groupes tunisiens,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:ZeXyd9-uunAC,A Jarboui,"Management Avenir, 83-104, 2008",2008
Is business performance linked to organizational culture? A study from Tunisian SMEs through subjective measures,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:uWiczbcajpAC,"S Morched, A Jarboui","Qualitative Research in Financial Markets, 2020",2020
Corporate governance and earnings forecast accuracy in IPO prospectuses: an empirical analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:epqYDVWIO7EC,"FB Ahmed, B Salhi, A Jarboui","Journal of Financial Reporting and Accounting, 2020",2020
The effect of sustainability performance and CSR on corporate tax avoidance with board gender diversity as mediating variable,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:AvfA0Oy_GE0C,"K Mouakhar, M Kachouri, R Riguen, A Jarboui","Recherches en Sciences de Gestion 138 (3), 303-339, 2020",2020
CSR categories and R&D investment: the moderating role of Managerial emotional intelligence,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TSXET9gAAAAJ&pagesize=100&citation_for_view=TSXET9gAAAAJ:SeFeTyx0c_EC,"F Ezzi, A Jarboui, R Zouari-Hadiji","Management & Marketing 15 (1), 17-37, 2020",2020
