title,link,authors,publication,article_year
Sustaining health behaviors through empowerment: a deductive theoretical model of behavior change based on information and communication technology (ICT),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:hFOr9nPyWt4C,"A Alluhaidan, S Chatterjee, D Drew, A Stibe","International Conference on Persuasive Technology, 28-41, 2018",2018
Challenged to bike: Assessing the potential impact of gamified cycling initiatives,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:MXK_kJrjxJIC,"M Wunsch, A Millonig, S Seer, K Schechtner, A Stibe, RCC Chin","evaluation 23, 24, 2016",2016
Living mobility transitions towards bicycling. Designing practices through co-creation and socially influencing systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:QIV2ME_5wuYC,"T Barnes Hofmeister, A Stibe","The Design Journal 20 (sup1), S3305-S3316, 2017",2017
Gamification and social dynamics: Insights from a corporate cycling campaign,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:ULOm3_A8WrAC,"M Wunsch, A Stibe, A Millonig, S Seer, RCC Chin, K Schechtner","International Conference on Distributed, Ambient, and Pervasive Interactions …, 2016",2016
Can an enterprise system persuade? The role of perceived effectiveness and social influence,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:hC7cP41nSMkC,"J Dabi, I Wiafe, A Stibe, JD Abdulai","International conference on persuasive technology, 45-55, 2018",2018
"Persuasive Technology: Development and Implementation of Personalized Technologies to Change Attitudes and Behaviors: 12th International Conference, PERSUASIVE 2017, Amsterdam …",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:cFHS6HbyZ2cC,"PW De Vries, H Oinas-Kukkonen, L Siemons, N Beerlage-de Jong, ...","Springer, 2017",2017
Roadmap for autonomous cities: Sustainable transformation of urban spaces,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:4DMP91E08xMC,"A Noyman, A Stibe, K Larson",,2017
Empowering Sustainable Change: Emergence of Transforming Wellbeing Theory,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:isC4tDSrTZIC,"A Stibe, K Röderer, M Reisinger, T Nyström","14th International Conference on Persuasive Technology (Persuasive 2019 …, 2019",2019
Transforming Sociotech Design (TSD),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:ZeXyd9-uunAC,"A Stibe, AK Kjær Christensen, T Nyström","13th International Conference on Persuasive Technology (Persuasive 2018 …, 2018",2018
"Mobile Web and Intelligent Information Systems: 13th International Conference, MobiWIS 2016, Vienna, Austria, August 22-24, 2016, Proceedings",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:rO6llkc54NcC,"M Younas, I Awan, N Kryvinska, C Strauss","Springer, 2016",2016
Web Site Modeling and Prototyping Based on a Domain-Specific Language,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:IjCSPb-OGe4C,"A Stibe, J Bicevskis","Datorzinātne un informācijas tehnoloģijas, 7, 2009",2009
Transforming technology for global business acceleration and change management,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:YFjsv_pBGBYC,A Stibe,"Journal of Global Information Technology Management 23 (2), 83-88, 2020",2020
Social Influence Scale for Technology Design and Transformation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:JV2RwH3_ST0C,"A Stibe, B Cugelman","IFIP Conference on Human-Computer Interaction, 561-577, 2019",2019
Personalization in Persuasive Technology,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:Zph67rFs4hoC,"R Orji, M Busch, A Dijkstra, M Reisinger, A Stibe, M Tscheligi","Adjunct Proceedings of the 11th International Conference on Persuasive …, 2016",2016
The Art of Online Persuasion through Design: The Role of Issue Involvement as it Influences Users based on Prior Knowledge,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:5nxA0vEk-isC,"D Cyr, E Lim, M Head, A Stibe","Proceedings of the Fourteenth Annual Workshop on HCI Research in MIS, 2015",2015
User Engagement in Feedback Sharing through Social Influence,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:Se3iqnhoufwC,"A Stibe, H Oinas-Kukkonen","The Evolution of the Internet in the Business Sector: Web 1.0 to Web 3.0 …, 2015",2015
Exploring the Effects of Social Influence on User Behavior Targeted to Feedback Sharing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:9yKSN-GCB0IC,"A Stibe, H Oinas-Kukkonen","Proceedings of the IADIS WWW/Internet 2012 conference (ICWI 2012), 281-289, 2012",2012
When Persuasive Technology Gets Dark?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:O3NaXMp0MMsC,"T Nyström, A Stibe","European, Mediterranean, and Middle Eastern Conference on Information …, 2020",2020
Developing a smartphone application to support smoking behavior change through social comparison,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:NMxIlDl6LWMC,"C Maramis, V Mylonopoulou, A Stibe, M Isomursu, I Chouvarda","2019 41st Annual International Conference of the IEEE Engineering in …, 2019",2019
Rationale behind socially influencing design choices for health behavior change,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:-f6ydRqryjwC,"V Mylonopoulou, K Väyrynen, A Stibe, M Isomursu","International Conference on Persuasive Technology, 147-159, 2018",2018
Envisioning the Theory of Transforming Wellbeing: Influencing Technology and Sociotech Design,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:r0BpntZqJG4C,A Stibe,"7th Mediterranean Conference on Embedded Computing (MECO), 2018",2018
How to not be Annoying: Adjusting Persuasive Interventions Intensity when Nudging for Sustainable Travel Choices.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:TQgYirikUcIC,"E Anagnostopoulou, E Bothos, B Magoutas, G Mentzas, A Stibe","PPT@ PERSUASIVE, 88-92, 2018",2018
Persuasive technology,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:3s1wT3WcHBgC,"A Meschtscherjakov, B De Ruyte, V Fuchsberger, M Murer, M Tscheligi","11th International Conference on Persuasive Technology 9638, 2016",2016
Autonomous Cities and the Urbanism of the 4th Machine Age: Should AV Industry Design Future Cities?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:Wp0gIr-vW9MC,"A Noyman, A Stibe, K Larson","MIT Media Lab, 2016",2016
Persuasive Cities: Health Behavior Change at Scale,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:kNdYIx-mwKoC,A Stibe,"Persuasive Technology, 2016",2016
Persuasive Technology,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:ZHo1McVdvXMC,"J Ham, E Karapanos, PP Morita, CM Burns","Springer International Publishing, 2018",2018
How Increasing Technology Reliance is Influencing Behaviors and Happiness.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:aqlVkmm33-oC,"T Simendinger, A Stibe","ECSW@ PERSUASIVE, 2016",2016
Sensing-Bot and Persuasive Systems for the New Makerspace.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:qxL8FJ1GzNcC,"R Martin, A Stibe","ECSW@ PERSUASIVE, 2016",2016
Empowering Cities for Sustainable Wellbeing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:8k81kl-MbHgC,"A Stibe, S Chatterjee, K Schechtner, M Wunsch, A Millonig, S Seer, ...","Persuasive Technology, 2016",2016
"Persuasive Technology-Persuasive, Motivating, Empowering Videogames: 9th International Conference, PERSUASIVE 2014, Padua, Italy, May 21-23, 2014. Proceedings",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:u_35RYKgDlwC,"A Spagnolli, L Chittaro, L Gamberini","Springer, 2014",2014
Exploring User Acceptance Determinants of COVID-19-Tracing Apps to Manage the Pandemic,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:ldfaerwXgEUC,"N Krüger, A Behne, JH Beinke, A Stibe, F Teuteberg","International Journal of Technology and Human Interaction (IJTHI) 18 (1), 1-27, 2022",2022
Improving Context-Aware Habit-Support Interventions Using Egocentric Visual Contexts,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:35N4QoGY0k4C,"M Khan, G Fernandes, A Vaish, M Manuja, P Maes, A Stibe","International Conference on Persuasive Technology, 115-131, 2021",2021
The black mirror: What your mobile phone number reveals about you,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:ns9cj8rnVeAC,"N Krüger, A Stibe, F Teuteberg","International Conference on Business Information Systems, 18-32, 2020",2020
Rationale Behind Socially Influencing Design Choices for Health Behavior Change Related research,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:g5m5HwL7SMYC,"V Mylonopoulou, K Väyrynen, A Stibe, M Isomursu","13th International Conference on Persuasive Technology, 2018",2018
Beyond Persuasive Cities: Spaces that Transform Human Behavior and Attitude,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:e5wmG9Sq2KIC,"A Stibe, I Wiafe","Persuasive Technology, 2018",2018
Programmable Cities: A New ICT Approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:KlAtU1dfN6UC,"M Siller, A Stibe","ECSW@ PERSUASIVE, 2016",2016
Uncovering Dark Patterns in Persuasive Technology,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:_Qo2XoVZTnwC,"A Stibe, K Pangbourne, S Wells, B Cugelman, AKK Christensen","Persuasive Technology, 2018",2018
"Mobile Web and Intelligent Information Systems: 12th International Conference, MobiWis 2015, Rome, Italy, August 24-26, 2015, Proceedings",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:HoB7MX3m0LUC,"M Younas, I Awan, M Mecella","Springer, 2015",2015
"Persuasive Technology: 10th International Conference, PERSUASIVE 2015, Chicago, IL, USA, June 3-5, 2015, Proceedings",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:4OULZ7Gr8RgC,"T MacTavish, S Basapur","Springer, 2015",2015
"Is the united intelligence response, the end of speciesism and the emergence of new avatarism?",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:D03iK_w7-QYC,"SC Silva, A Stibe, RD Cicco",,2022
Examining subjective career success of knowledge workers,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:yD5IFk8b50cC,"A Gaile, I Baumane-Vītoliņa, K Kivipõld, A Stibe","Review of Managerial Science, 1-26, 2022",2022
"Is the United Intelligence Response, the End of Speciesism and the Emergence of New Avatarism?",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:a0OBvERweLwC,"A Stibe, R De Cicco",,2022
Rapid educational improvements using Wyblo: Insights from continuous student feedback,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:70eg2SAEIzsC,"K Giorgis, S Marchese, G Sparisci, B Diegoli, R Kordts, A Stibe","ECIE 2021 16th European Conference on Innovation and Entrepreneurship Vol 1, 370, 2021",2021
Change Masters: Using the Transformation Gene to Empower Hyper-Performance at Work,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:J_g5lzvAfSwC,A Stibe,"Workforce Insights Online Journal 2 (1), 2020",2020
Reviewing the Wellbeing Concept in Persuasive Technology,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:NaGl4SEjCO4C,"K Röderer, M Reisinger, A Stibe","19th Global Information Technology Management Association (GITMA) World …, 2020",2020
Designing Transformation for Sustainable Behavior Change and Organizational Management.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:RGFaLdJalmkC,A Stibe,"19th Global Information Technology Management Association (GITMA) World …, 2020",2020
Enhancing in Class Learning through a Twitter-Based Microblogging and Socially Influencing System,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:GnPB-g6toBAC,"JM Bezerra, A Stibe","13th International Technology, Education and Development Conference, 9018-9026, 2019",2019
Accélération de la Transformation de l’Entreprise,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:hMod-77fHWUC,A Stibe,"ESLSCA Business School Paris, 2019",2019
Accelerating Business Transformation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:blknAaTinKkC,A Stibe,"ESLSCA Business School Paris, 2019",2019
Persuasive Technologies-Making a difference together,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:lSLTfruPkqcC,"SBG Hansen, A Stibe, P de Vries, S Langrial",,2018
Transforming Cities: A 3D User Experience Design for Social Behavior Change and Urban Sustainability,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:4JMBOYKVnBMC,"S Fiorelli, A Stibe","Persuasive Technology, 2018",2018
Transforming Persuasive Cities towards Sustainable Wellbeing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:RHpTSmoSYBkC,"J Felix, A Stibe","Persuasive Technology, 2018",2018
Persuasive Technology: Making a Difference Together,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:R3hNpaxXUhUC,"SU Langrial, P de Vries, SB Gram-Hansen, A Stibe","Persuasive Technology, 2018",2018
Socially Influencing Systems: Marketing and Innovation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:IWHjjKOFINEC,A Stibe,"ESLSCA Business School Paris, 2018",2018
Living mobility transitions towards bicycling.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:dfsIfKJdRG4C,"TB Hofmeistera, A Stibeb",,2017
PhD Infotech Seminar: Transformational Sociotech Design,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:7PzlFSSx8tAC,A Stibe,"Computer 12, 13.15, 2017",2017
Keynote abstracts,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:SeFeTyx0c_EC,"L Ladid, A Stibe","2016 IEEE 4th International Conference on Future Internet of Things and …, 2016",2016
"Persuasive Technology: 11th International Conference, PERSUASIVE 2016, Salzburg, Austria, April 5-7, 2016, Proceedings",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:zA6iFVUQeVQC,"A Meschtscherjakov, B De Ruyter, V Fuchsberger, M Murer, M Tscheligi","Springer, 2016",2016
Challenged to Bike,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:L8Ckcad2t8MC,"M Wunsch, A Millonig, S Seer, K Schechtner, A Stibe, RCC Chin",,2016
Persuasive Cities for Sustainable Wellbeing: MIT IAP,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:mVmsd5A6BfQC,A Stibe,"MIT Media Lab, 2016",2016
Empowering Cities for Sustainable Wellbeing (ECSW 2016),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:M3ejUd6NZC8C,"A Stibe, M Wunsch","Adjunct to the 11th International Conference on Persuasive Technology …, 2016",2016
Persuasive Technology,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:fPk4N6BV_jEC,"T MacTavish, S Basapur","Proceedings of the 10th International Conference, Chicago, IL, USA, 3-5, 2015",2015
Exploring Social Influence and Incremental Online Persuasion on Twitter: A Longitudinal Study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:_FxGoFyzp5QC,A Stibe,"International Conference on Mobile Web and Information Systems, 286-300, 2014",2014
Proceedings of the 6th International Conference on Persuasive Technology: Persuasive Technology and Design: Enhancing Sustainability and Health,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:f2IySw72cVMC,"CP Haugtvedt, A Stibe","ACM, 2011",2011
Persuasive Technology and Design: Enhancing Sustainability and Health,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:roLk4NBRz8UC,"CP Haugtvedt, D Ewoldsen, A Stibe","The 6th International Conference on Persuasive Technology, 80, 2011",2011
"Acta Universitatis Latviensis, Computer Science and Information Technologies, Vol. 751",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:UeHWp8X0CEIC,"A Stibe, J Bicevskis, D Jurkevicius, O Vasilecas, A Laukaitis, J Trinkunas, ...","Acta Universitatis Latviensis 733, 2009",2009
"Is the united intelligence response, the end of speciesism and the emergence of new avatarism? Susana C. Silva Católica Porto Business School–Universidade Católica Portuguesa …",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:pyW8ca7W8N0C,"A Stibe, R De Cicco",,
Message from the FiCloud 2016 Program Co-Chairs,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:pqnbT2bcN3wC,"M Younas, W Seah",,
"Persuasive Technology XIII, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:M05iB0D1s5AC,"I Wiafe, P Cities",,
Persuasive Technology: Making a Difference Together,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=mYcyfrsAAAAJ&pagesize=100&citation_for_view=mYcyfrsAAAAJ:vV6vV6tmYwMC,A Stibe,,
,,,,
