title,link,authors,publication,article_year
Point of view: issues and Short Comings of Catholic Social Teaching as a Managerial Orientation.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2T8gU8AAAAAJ&pagesize=100&citation_for_view=2T8gU8AAAAAJ:isC4tDSrTZIC,"C ESTAY, G ETOGO, H TEDONGMO TEKO","Gestion 2000 36 (5), 2019",2019
Le management des connaissances et les économies en développement,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2T8gU8AAAAAJ&pagesize=100&citation_for_view=2T8gU8AAAAAJ:ldfaerwXgEUC,"JP Tchankam, C Estay, HN Essingone","L'apprenance au service de la performance, 2018",2018
"Attributional Accuracy and Leadership: Test of a Process Model in USA, France, and India",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2T8gU8AAAAAJ&pagesize=100&citation_for_view=2T8gU8AAAAAJ:hFOr9nPyWt4C,"C Lakshman, C Estay","Academy of Management Proceedings 2016 (1), 15012, 2016",2016
Accompagner le renouveau économique et social du Mali en développant des filières originales: le cas du coton équitable,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2T8gU8AAAAAJ&pagesize=100&citation_for_view=2T8gU8AAAAAJ:iH-uZ7U-co4C,"C Estay, O Thiam","Geoeconomie, 177-195, 2015",2015
Complexité attributionnelle et exactitude des attributions: appréciation du modèle d'attribution du leadership,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2T8gU8AAAAAJ&pagesize=100&citation_for_view=2T8gU8AAAAAJ:mVmsd5A6BfQC,"C Estay, C Lakshman, Z Yanat","Recherches en Sciences de Gestion, 89-112, 2014",2014
Alternative Finance for Micro-entreprises: Sustainable Development or Humanitarian Aid?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2T8gU8AAAAAJ&pagesize=100&citation_for_view=2T8gU8AAAAAJ:_Qo2XoVZTnwC,"S Gandja, C Estay, JP Tchankam","Academy of Management Proceedings 2012 (1), 12209, 2012",2012
"IUT TC 49, avenue des Genottes 95 806 Cergy-Pontoise Cedex Didier. Chabaud@ u-cergy. fr",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2T8gU8AAAAAJ&pagesize=100&citation_for_view=2T8gU8AAAAAJ:ZHo1McVdvXMC,"D CHABAUD, EM Normandie, C ESTAY, P LOUART","Revue de l’Entrepreneuriat 7 (1), 2008",2008
DOSSIER: Le management Africain: pratiques... et theories-La relation Etat-PME a travers l'aide publique: d'une logique hierarchique a une perspective dyadique. Une nouvelle …,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2T8gU8AAAAAJ&pagesize=100&citation_for_view=2T8gU8AAAAAJ:_kc_bZDykSQC,"VO Biwole, C Estay","Gestion 2000 24 (1), 83, 2007",2007
La pratique de la responsabilité sociale et ses implications dans l'entreprise,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2T8gU8AAAAAJ&pagesize=100&citation_for_view=2T8gU8AAAAAJ:ZeXyd9-uunAC,"JP Tchankam, C Estay","Gestion 2000, 2004",2004
Identité et implication organisationnelle,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2T8gU8AAAAAJ&pagesize=100&citation_for_view=2T8gU8AAAAAJ:L8Ckcad2t8MC,"C Estay, Z Yanat","La motivation au travail dans les services publics, 389, 2003",2003
Comparison to the American legal system of starting a new of starting a new company with the French system,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2T8gU8AAAAAJ&pagesize=100&citation_for_view=2T8gU8AAAAAJ:4TOpqqG69KYC,"C Estay, JP Tchankam","DIRECTION ET GESTION 38, 49-66, 2003",2003
Processus managériaux et TIC: la place de l'humain,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2T8gU8AAAAAJ&pagesize=100&citation_for_view=2T8gU8AAAAAJ:RHpTSmoSYBkC,"Z YANAT, C ESTAY","La GRH dans la société de l'information, 2001",2001
La participation financière des salariés dans l'entreprise: approche quantitative et qualitative,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2T8gU8AAAAAJ&pagesize=100&citation_for_view=2T8gU8AAAAAJ:qxL8FJ1GzNcC,C Estay,"Bordeaux 4, 1995",1995
La participation financière des salariés dans l'entreprise,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2T8gU8AAAAAJ&pagesize=100&citation_for_view=2T8gU8AAAAAJ:ULOm3_A8WrAC,C Estay,"ANRT, 1995",1995
PROCESSUS MANAGERIAUX ET TIC: LA PLACE DE L'HUMAIN,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2T8gU8AAAAAJ&pagesize=100&citation_for_view=2T8gU8AAAAAJ:35N4QoGY0k4C,C ESTAY,"Psychology 25, 35-71, 0",
WHY DO EMPLOYEES ACCOMMODATE ORGANISATIONAL INJUSTICE?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2T8gU8AAAAAJ&pagesize=100&citation_for_view=2T8gU8AAAAAJ:J_g5lzvAfSwC,"G ETOGO, C ESTAY, J OMOLOBA",,
Management international International Management Gestiòn Internacional,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2T8gU8AAAAAJ&pagesize=100&citation_for_view=2T8gU8AAAAAJ:RGFaLdJalmkC,E Persais,,
Management international International Management Gestiòn Internacional,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2T8gU8AAAAAJ&pagesize=100&citation_for_view=2T8gU8AAAAAJ:O3NaXMp0MMsC,"A Alkhanbouli, C Estay, D Tsagdis",,
A2: Human Resources II: Leadership,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2T8gU8AAAAAJ&pagesize=100&citation_for_view=2T8gU8AAAAAJ:j3f4tGmQtD8C,"L Chandrashekhar, C Estay",,
La relation Etat-PME à travers l’aide publique: d’une logique hiérarchique à une perspective relationnelle?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2T8gU8AAAAAJ&pagesize=100&citation_for_view=2T8gU8AAAAAJ:R3hNpaxXUhUC,"VO BIWOLE, C ESTAY",,
with the French system,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2T8gU8AAAAAJ&pagesize=100&citation_for_view=2T8gU8AAAAAJ:HDshCWvjkbEC,"C Estay, J Pa, S La, JC Mathé, A Riv",,
"10ème Congrès de l’Académie de l’Entrepreneuriat et de l’Innovation AEI DAKAR–6, 7 et 8 décembre 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2T8gU8AAAAAJ&pagesize=100&citation_for_view=2T8gU8AAAAAJ:4DMP91E08xMC,"C ESTAY, M AKHTER",,
ESSOR ET DÉCLIN DE LA PARTICIPATION FINANCIÈRE AU XIXème SIÈCLE-LEÇON HISTORIQUE D'UN SYSTEME DE REMUNERATION CONTROVERSE,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=2T8gU8AAAAAJ&pagesize=100&citation_for_view=2T8gU8AAAAAJ:aqlVkmm33-oC,C ESTAY,,
,,,,
