title,link,authors,publication,article_year
The Effect of Trade Liberalization in South-Eastern European Countries,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xglEZBkAAAAJ&pagesize=100&citation_for_view=xglEZBkAAAAJ:9yKSN-GCB0IC,"JP Damijan, J De Sousa, O Lamotte","The WIIW Balkan Observatory Working Papers 70, 2006",2006
Disentangling the impact of wars and sanctions on international trade: Evidence from former Yugoslavia,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xglEZBkAAAAJ&pagesize=100&citation_for_view=xglEZBkAAAAJ:kNdYIx-mwKoC,O Lamotte,"Comparative Economic Studies 54 (3), 553-579, 2012",2012
Trade Integration in South East Europe,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xglEZBkAAAAJ&pagesize=100&citation_for_view=xglEZBkAAAAJ:0EnyYjriUFMC,O Lamotte,"Quarterly Monitor of Economic Trends and Policies in Serbia. 4, 86-91, 2006",2006
"Multinational enterprises, local firms, and employee human rights violation in the workplace: Evidence from Mexico",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xglEZBkAAAAJ&pagesize=100&citation_for_view=xglEZBkAAAAJ:Og1tA8FjbJAC,"A Colovic, OR Escobar, O Lamotte, PX Meschi","Multinational Business Review 27 (3), 247-265, 2019",2019
Stratégie des compagnies pétrolières internationales et partage de la rente: le cas du Congo,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xglEZBkAAAAJ&pagesize=100&citation_for_view=xglEZBkAAAAJ:zYLM7Y9cAGgC,"O Lamotte, T Porcher","Management & Avenir, 310-327, 2011",2011
Entrepreneurs seniors et innovation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xglEZBkAAAAJ&pagesize=100&citation_for_view=xglEZBkAAAAJ:aqlVkmm33-oC,"A Colovic, O Lamotte","Revue Française de Gestion 227 (8), 127-141, 2012",2012
Séparation politique et désintégration commerciale,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xglEZBkAAAAJ&pagesize=100&citation_for_view=xglEZBkAAAAJ:UeHWp8X0CEIC,"J De Sousa, O Lamotte","Revue économique 60 (4), 891-903, 2009",2009
Internationalization of Central and Eastern European firms: trends and strategies,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xglEZBkAAAAJ&pagesize=100&citation_for_view=xglEZBkAAAAJ:c_xDhezhKKUC,"M Dabic, O Lamotte","European Business Review 29 (2), 154-163, 2017",2017
Technology Adoption and Product Innovation by Third-Age Entrepreneurs: Evidence from GEM Data,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xglEZBkAAAAJ&pagesize=100&citation_for_view=xglEZBkAAAAJ:2vr6o8x5NLkC,"A Colovic, O Lamotte, MC Bayon","Handbook of Research on Elderly Entrepreneurship, 111-124, 2019",2019
Mutual Trade Potential of Central and Eastern European Countries: Evidence from Hausman-Taylor Estimations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xglEZBkAAAAJ&pagesize=100&citation_for_view=xglEZBkAAAAJ:WF5omc3nYNoC,"F Boudier-Bensebaa, O Lamotte","Corporate Strategies in the Age of Regional Integration, 256, 2007",2007
CfP: The managerial implications of assessing corporate social performance,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xglEZBkAAAAJ&pagesize=100&citation_for_view=xglEZBkAAAAJ:m4fbC6XIj1kC,"V Cillo, S Castellano, O Lamotte, L Ardito, M Del Giudice","Corporate Social Responsibility and Environmental Management 27 (3), 1521-1524, 2020",2020
Une zone de libre-échange en Europe du Sud-Est: pertinence et viabilité,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xglEZBkAAAAJ&pagesize=100&citation_for_view=xglEZBkAAAAJ:hqOjcs7Dif8C,O Lamotte,"Le Courrier des pays de l'Est 1039 (9), 4-16, 2003",2003
Intangible resources and cross-border acquisition decisions: The impact of reputation and the moderating effect of experiential knowledge,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xglEZBkAAAAJ&pagesize=100&citation_for_view=xglEZBkAAAAJ:sfnaS5RM6jYC,"O Lamotte, L Chalençon, U Mayrhofer, A Colovic","Journal of Business Research 131, 297-310, 2021",2021
Le placement de marques dans les films: vecteur de communication transgénérationnelle?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xglEZBkAAAAJ&pagesize=100&citation_for_view=xglEZBkAAAAJ:Tyk-4Ss8FVUC,"J Lehu, O Lamotte","Management & Avenir 30 (10), 146-164, 2009",2009
"Investors’ decisions following acquisition announcements: A configurational analysis of the role of acquirers’ resources, capabilities, and strategic fit with the target firm",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xglEZBkAAAAJ&pagesize=100&citation_for_view=xglEZBkAAAAJ:4Yq6kJLCcecC,"A Colovic, O Lamotte, J Yang","European Management Review 19 (1), 75-91, 2022",2022
Impact of Sourcing from the Informal Economy on the Export Likelihood and Performance of Emerging Economy Firms,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xglEZBkAAAAJ&pagesize=100&citation_for_view=xglEZBkAAAAJ:R-LXmdHK_14C,"O Escobar, O Lamotte, A Colovic, PX Meschi","Industrial and Corporate Change, 2021",2021
"Age, Labour Market Situation and the Choice of Risky Innovative Entrepreneurship",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xglEZBkAAAAJ&pagesize=100&citation_for_view=xglEZBkAAAAJ:eI34FqJmdUoC,"MC Bayon, O Lamotte","Applied Economics Letters 27 (8), 624-628, 2020",2020
Les perspectives d'intégration régionale en Europe du Sud-Est: transition et commerce extérieur,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xglEZBkAAAAJ&pagesize=100&citation_for_view=xglEZBkAAAAJ:ufrVoPGSRksC,O Lamotte,"University of Paris 1 Panthéon Sorbonne, 2005",2005
La réputation de l’acquéreur et la réaction des marchés financiers à l’annonce de fusions-acquisitions internationales,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xglEZBkAAAAJ&pagesize=100&citation_for_view=xglEZBkAAAAJ:m92CDrhVnKEC,"L Chalençon, A Colovic, O Lamotte, U Mayrhofer","Management International 25 (1), 131-151, 2021",2021
"Book Review: Global Outsourcing and Offshoring by Contractor, Kumar, Kundu & Pedersen, Cambridge University Press.",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xglEZBkAAAAJ&pagesize=100&citation_for_view=xglEZBkAAAAJ:MXK_kJrjxJIC,O Lamotte,"Management international 16 (1), 2011",2011
,,,,
