title,link,authors,publication,article_year
Allocation and Effectiveness of Foreign Aid: An Overview,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_fjAt0QAAAAJ&pagesize=100&citation_for_view=_fjAt0QAAAAJ:4OULZ7Gr8RgC,"NS Pham, TKC Pham","International Trade, Economic Development, and the Vietnamese Economy, 75-102, 2022",2022
Why Does Productivity Matter?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_fjAt0QAAAAJ&pagesize=100&citation_for_view=_fjAt0QAAAAJ:fPk4N6BV_jEC,"CL Van, NS Pham","International Trade, Economic Development, and the Vietnamese Economy, 173-185, 2022",2022
"Development loans, poverty trap, and economic dynamics",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_fjAt0QAAAAJ&pagesize=100&citation_for_view=_fjAt0QAAAAJ:SeFeTyx0c_EC,"C Le Van, NS Pham, TKC Pham",,2021
Ascendant altruism and asset price bubbles,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_fjAt0QAAAAJ&pagesize=100&citation_for_view=_fjAt0QAAAAJ:lSLTfruPkqcC,"S Bosi, T Ha‐Huy, CT Pham, NS Pham","International Journal of Economic Theory, 2021",2021
Lecture Notes: Mathematics for Economics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_fjAt0QAAAAJ&pagesize=100&citation_for_view=_fjAt0QAAAAJ:J_g5lzvAfSwC,"C Le Van, NS Pham",,2021
Equilibrium with non-convex preferences: some examples,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_fjAt0QAAAAJ&pagesize=100&citation_for_view=_fjAt0QAAAAJ:NaGl4SEjCO4C,"C Le Van, NS Pham",,2021
Escaping the middle income trap and getting economic growth: How does FDI can help the host country?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_fjAt0QAAAAJ&pagesize=100&citation_for_view=_fjAt0QAAAAJ:ns9cj8rnVeAC,"TT Nguyen-Huu, NS Pham",,2021
Credit limits and heterogeneity in general equilibrium models with a finite number of agents,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_fjAt0QAAAAJ&pagesize=100&citation_for_view=_fjAt0QAAAAJ:HDshCWvjkbEC,NS Pham,,2018
Should the Host Economy Invest in a New Industry?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_fjAt0QAAAAJ&pagesize=100&citation_for_view=_fjAt0QAAAAJ:KlAtU1dfN6UC,"TT Nguyen-Huu, NS Pham","Revue économique 69 (1), 29-65, 2018",2018
Assets with possibly negative dividends,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_fjAt0QAAAAJ&pagesize=100&citation_for_view=_fjAt0QAAAAJ:3fE2CSJIrl8C,NS Pham,,2017
"Essays in general equilibrium with borrowing constraints, optimal growth, and FDI",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_fjAt0QAAAAJ&pagesize=100&citation_for_view=_fjAt0QAAAAJ:LkGwnXOMwfcC,NS Pham,,2014
Equilibrium with Non-Convex Preferences: Some Insights,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=_fjAt0QAAAAJ&pagesize=100&citation_for_view=_fjAt0QAAAAJ:u_35RYKgDlwC,"P Ngoc Sang, C Le Van","Cuong, Equilibrium with Non-Convex Preferences: Some Insights, 0",
,,,,
