title,link,authors,publication,article_year
The Return on Investment of Professional Social Networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=bHUDVG8AAAAJ&pagesize=100&citation_for_view=bHUDVG8AAAAJ:0EnyYjriUFMC,"Y Koubaa, F Medjani","International Conference on Digital Economy, 120-130, 2019",2019
Exploring the Properties of Online Social Network Data and Their Implications for Consumer Social Data Analytics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=bHUDVG8AAAAJ&pagesize=100&citation_for_view=bHUDVG8AAAAJ:9yKSN-GCB0IC,Y Koubaa,"Harnessing the Power of Social Media and Web Analytics, 210-230, 2014",2014
Going international through successful partnerships: the case of GIAS,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=bHUDVG8AAAAJ&pagesize=100&citation_for_view=bHUDVG8AAAAJ:zYLM7Y9cAGgC,"Y Koubaa, RS Tabbane, M Hamouda","Emerald Emerging Markets Case Studies, 2013",2013
Business Education across Cultures and Languages,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=bHUDVG8AAAAJ&pagesize=100&citation_for_view=bHUDVG8AAAAJ:2osOgNQ5qMEC,Y Koubaa,"Service Science Research, Strategy and Innovation: Dynamic Knowledge …, 2012",2012
THE IMPACT OF TRADITIONAL AND NATIONAL VALUES ON ATTITUDES AND WILLINGNESS TO BUY COSMETICS IN SINGAPORE,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=bHUDVG8AAAAJ&pagesize=100&citation_for_view=bHUDVG8AAAAJ:eQOLeE2rZwMC,"Y Koubaa, G Ulvoas, P Chew","READINGS BOOK, 476, 2011",2011
"Product country image, brand image, product evaluation and subsequent consumer behavior: an international marketing perspective",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=bHUDVG8AAAAJ&pagesize=100&citation_for_view=bHUDVG8AAAAJ:Tyk-4Ss8FVUC,Y Koubaa,"流通科学大学, 2009",2009
INFLUENCE OF COGNITION AND INVOLVEMENT ON PRODUCT COUNTRY IMAGE EFFECTS,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=bHUDVG8AAAAJ&pagesize=100&citation_for_view=bHUDVG8AAAAJ:IjCSPb-OGe4C,Y Koubaa,"nternational Handbook of Academic Research and Teaching, 70, 2009",2009
The structure of country and brand images and their impact on product evaluation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=bHUDVG8AAAAJ&pagesize=100&citation_for_view=bHUDVG8AAAAJ:Zph67rFs4hoC,"Y Koubaa, RM Boudali, F Fort","10. International conference Global business & technology association …, 2008",2008
Digital Economy,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=bHUDVG8AAAAJ&pagesize=100&citation_for_view=bHUDVG8AAAAJ:roLk4NBRz8UC,"MAB Tobji, R Jallouli, Y Koubaa, A Nijholt",,
Assistant professor ESC Bretagne Brest Brittany School of Management Koubaa_yam@ yahoo. fr,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=bHUDVG8AAAAJ&pagesize=100&citation_for_view=bHUDVG8AAAAJ:ufrVoPGSRksC,Y Koubaa,,
,,,,
