title,link,authors,publication,article_year
Des réformes territoriales qui posent bien des questions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:blknAaTinKkC,"A Torre, S Bourdin","Population Avenir, 14-16, 2016",2016
Une mesure spatiale locale de la sigma-convergence pour évaluer les disparités régionales dans l'union européenne,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:9yKSN-GCB0IC,S Bourdin,"Région et Développement, 1-18, 2013",2013
Les collectivités locales comme acteurs intermédiaires de la territorialisation de la transition énergétique: l’exemple de la méthanisation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:tS2w5q8j5-wC,"S Bourdin, F Nadou, F Raulin","Géographie, économie, société 21 (4), 273-293, 2019",2019
"Le changement spatial dans l'industrie automobile en Europe centrale et orientale: entre effets d'héritage, cycles de vie et transition",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:u-x6o8ySG0sC,"S Bourdin, AL Thiec, B Elissalde","Géocarrefour 84 (3), 193-204, 2009",2009
Analyse spatiale de l’efficacité des Fonds structurels européens sur la croissance régionale,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:4OULZ7Gr8RgC,S Bourdin,"Revue dEconomie Regionale Urbaine, 243-270, 2018",2018
Au-delà de la mesure du bien-être en milieu urbain: quelle perception de la qualité de vie dans les villes européennes?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:70eg2SAEIzsC,"S Bourdin, T Cornier","Géographie, économie, société 19 (1), 3-31, 2017",2017
The territorial big bang: which assessment about the territorial reform in France?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:1qzjygNMrQYC,"S Bourdin, A Torre","European Planning Studies 29 (11), 1981-1998, 2021",2021
Les défis de la future politique régionale européenne 2014-2020: on prend les mêmes et on recommence?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:xtRiw3GOFMkC,S Bourdin,"Géoconfluences, 2014",2014
Repenser le futur de la politique de cohésion européenne pour les pays d'Europe centrale et orientale: la prise en compte de l'espace géographique comme piste de recherche,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:d1gkVwhDpl0C,S Bourdin,"Bulletin de la Société géographique de Liège, 43-59, 2010",2010
Comment les politiques publiques favorisent-elles les dynamiques collaboratives d’innovation?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:fQNAKQ3IYiAC,"S Bourdin, F Nadou, A Obermöller","Revue dEconomie Regionale Urbaine, 311-335, 2020",2020
On the (un) successful deployment of renewable energies: Territorial context matters. A conceptual framework and an empirical analysis of biogas projects,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:_B80troHkn4C,"S Bourdin, F Raulin, C Josset","Energy Studies Review 24 (1), 2020",2020
Le NIMBY ne suffit plus! Étude de l’acceptabilité sociale des projets de méthanisation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:sSrBHYA8nusC,S Bourdin,"L’Espace Politique. Revue en ligne de géographie politique et de géopolitique, 2020",2020
De la polarisation du trafic de conteneurs à la concentration spatiale : l'exemple des ports d'Europe et de la Méditerranée,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:maZDTaKrznsC,"S BOURDIN, T CORNIER","Cahiers Scientifiques du Transport 68, 2015",2015
The Circular Economy as a Means of Territorialisation of the EU Industry,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:AXPGKjj_ei8C,"S Bourdin, A Torre","Symphonya, 33-40, 2020",2020
A geographical approach to economic convergence,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:J_g5lzvAfSwC,S Bourdin,"LEspace geographique 42 (3), 270-285, 2013",2013
Circularities in territories: opportunities & challenges,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:Fu2w8maKXqMC,"S Bourdin, D Galliano, A Gonçalves","European Planning Studies, 1-9, 2021",2021
Territorial governance and actors’ coordination in a local project of anaerobic digestion. A social network analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:eMMeJKvmdy0C,"A Niang, A Torre, S Bourdin","European Planning Studies, 1-20, 2021",2021
Trappes de développement et influence de la politique de cohésion de l’Union Européenne: Une exploration géospatiale,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:dshw04ExmUIC,S Bourdin,"Belgeo. Revue belge de géographie, 2019",2019
Les financements européens de développement régional: l'Union européenne en quête de cohésion,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:KxtntwgDAa4C,"S Bourdin, A Torre","Revue d'économie financière, 39-57, 2018",2018
The Drivers of Policies to Limit the Spread of COVID-19 in Europe,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:tzM49s52ZIMC,"S Bourdin, S Ben Miled, J Salhi","Journal of Risk and Financial Management 15 (2), 67, 2022",2022
Introduction. Le Management des territoires. Nouvelles alliances et stratégies entre acteurs,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:Mojj43d5GZwC,"F Nadou, C Lacour, S Bourdin","Revue d'économie régionale et urbaine, 573-590, 2020",2020
Géographie de la résilience des régions européennes face à la crise,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:bFI3QPDXJZMC,S Bourdin,"Région & Développement 48, 1-19, 2018",2018
La French Tech: une nouvelle forme de mobilisation des territoires pour faire face à la compétition mondiale?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:D03iK_w7-QYC,"S Bourdin, F Nadou","Annales de geographie, 612-634, 2018",2018
Modeling and simulation of Cohesion Policy funding and regional growth diffusion in an enlarged European Union,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:rO6llkc54NcC,S Bourdin,"Spatial analysis and location modeling in urban and regional systems, 123-141, 2018",2018
Une approche prospective de la configuration des disparités économiques régionales au sein de l'Union européenne par la modélisation et la simulation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:Y0pCki6q_DkC,"S Bourdin, P Langlois, B Elissalde, D Goyat","Cybergeo: Revue européenne de géographie/European journal of geography, 27 pages, 2011",2011
Geography of COVID-19 outbreak and first policy answers in European regions and cities,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:N5tVd3kTz84C,"S Bourdin, M Amdaoud, G Arcuri, G Damiana Costanzo, M Eva, C Iatu, ...","ESPON Final Report, 2021",2021
Concevoir autrement la politique de cohésion de l’Union européenne: la spécialisation intelligente comme approche davantage territorialisée?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:uWQEDVKXjbEC,S Bourdin,"Economie et institutions, 2020",2020
Dossier «L’économie circulaire: modes de gouvernance et développement territorial»–Introduction–L’économie circulaire: modes de gouvernance et développement territorial,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:PELIpwtuRlgC,"S Bourdin, M Maillefert","Natures Sciences Sociétés 28 (2), 101-107, 2020",2020
French Tech: A new form of territorial mobilization to face up to global competition?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:EUQCXRtRnyEC,"S Bourdin, F Nadou","Annales de geographie, 612-634, 2018",2018
Inter-firm cooperation and local industrial ecology processes: evidence from three French case studies,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:_Re3VWB3Y0AC,"M Jambou, A Torre, S Dermine-Brullot, S Bourdin","The Annals of Regional Science 68 (2), 331-358, 2022",2022
Abstentionist voting – between disengagement and protestation in neglected areas: a spatial analysis of the Paris metropolis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:1yQoGdGgb4wC,"S Bourdin, J Tai","International Regional Science Review, 2021",2021
Biogas at the crossroads of energy transition and the circular economy: opportunities and obstacles,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:hkOj_22Ku90C,S Bourdin,"Conference paper, april, 2020",2020
Le contexte entrepreneurial et son influence spatialement différenciée sur le niveau de développement régional,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:f2IySw72cVMC,"J Bonnet, S Bourdin, F Gazzah","Revue dEconomie Regionale Urbaine, 699-725, 2019",2019
"Attractiveness and competitiveness of territories, theories and practices",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:RYcK_YlVTxYC,S Bourdin,"Revue d Economie Regionale et Urbaine, 670-674, 2016",2016
Contributions de la recherche au débat sur la réforme des régions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:V3AGJWp-ZtQC,"A Torre, S Bourdin","Big bang territorial: La réforme des régions en débat, 234 p., 2015",2015
La différenciation spatiale de l'intégration régionale en Europe centrale et orientale,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:hqOjcs7Dif8C,S Bourdin,"CIST2014-Fronts et frontières des sciences du territoire, 39-46, 2014",2014
Modeling and simulation of European Structural Funds: convergence or divergence of regions with the enlargement?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:UeHWp8X0CEIC,S Bourdin,"ERSA conference papers, 2012",2012
Pouvoirs et silences de la carte,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:0EnyYjriUFMC,S Bourdin,"La carte dans tous ses états, observer, innover, convaincre, 20 pages, 2011",2011
Geography of contestation: a study on the yellow vests movement and the rise of populism in France,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:tKAzc9rXhukC,"S BOURDIN, A TORRE, G NOIRET",,
Digital Entrepreneurship Indicator (DEI): An Analysis of the Case of the Greater Paris Metropolitan Area,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:-_dYPAW6P2MC,"D Cornet, J Bonnet, S Bourdin","Economics Working Paper Archive (University of Rennes 1 & University of Caen), 2022",2022
"PSDR4-Présentation du Groupe transversal «Systèmes alimentaires et forestiers, circuits et circularités»",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:j8SEvjWlNXcC,"D Galliano, A Gonçalves, S Bourdin","HAL Post-Print, 2022",2022
Spatial patterns of regional inequalities: Empirical evidence from a large panel of countries,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:2KloaMYe4IUC,"M Eva, A Cehan, E Corodescu-Roșca, S Bourdin","Applied Geography 140, 102638, 2022",2022
"The French territorial reform of the regions: objectives, risks and challenges for some forgotten territories",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:7T2F9Uy0os0C,"A Torre, S Bourdin","International Journal of Public Administration, 1-12, 2022",2022
Scientific review of economic future,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:ZfRJV9d4-WMC,"MSA Thinhinane, A CHENANE, S BOURDIN","Revue scientifique Avenir économique 9, 01, 2021",2021
""" We've Already Done Our Part!"": Territorial Environmental Justice and Willingness to Pay for Renewable Energies",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:kzcrU_BdoSEC,"M Faulques, J Bonnet, S Bourdin, M Juge, J Pigeon, C Richard","Center for Research in Economics and Management, University of Rennes 1 …, 2021",2021
Structural change of regional economies,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:ZuybSZzF8UAC,S Bourdin,"ESPON Policy Brief, 2021",2021
"Recreational Activities, Economic and Territorial Development: Caen (France) in the Reconquest of its River?",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:t6usbXjVLHcC,"S Bourdin, Y Rivoallan","Reclaiming and Rewilding River Cities for Outdoor Recreation, 87-98, 2021",2021
"Concertation, localisation, financementsAnalyse des déterminants du déploiement de la méthanisation dans le Grand-Ouest français",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:XiVPGOgt02cC,S Bourdin,"Économie rurale. Agricultures, alimentations, territoires, 61-77, 2020",2020
"La spécialisation intelligente, une stratégie réellement pensée pour toutes les régions de l’UE?",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:HE397vMXCloC,"S Bourdin, O Lefèvre, F Saint","Géocarrefour 94 (94/3), 2020",2020
The circular economy as a means of territorialisation of our European industry,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:uLbwQdceFCQC,"A Torre, S Bourdin","Webforum, A New European industrial strategy and the European Recovery …, 2020",2020
"Circular economy, what development challenges for the territories?[L’économie circulaire, quels enjeux de développement pour les territoires?]",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:ye4kPcJQO24C,"A Niang, S Bourdin, A Torre","HAL Post-Print, 2020",2020
"Circular economy, what development challenges for the territories?",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:LjlpjdlvIbIC,"A Niang, S Bourdin, A Torre","HAL, 2020",2020
Introduction. Circular Economy: modes of governance and territorial development,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:_Ybze24A_UAC,"S Bourdin, M Maillefert","Natures Sciences Societes 28 (2), 101-107, 2020",2020
"‘I’m all for anaerobic digestion, but not in my back yard!’An analysis of stakeholder discourses in the French regional daily press",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:JQOojiI6XY0C,"S Bourdin, P Jeanne, F Raulin","Natures Sciences Societes 28 (2), 145-158, 2020",2020
"Le management des territoires, introduction générale au numéro spécial relatif au colloque ASRDLF 2018 à Caen",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:wbdj-CoPYUoC,"F Nadou, C Lacour, S Bourdin","HAL Post-Print, 2020",2020
"«La méthanisation, oui, mais pas chez moi!» Une analyse du discours des acteurs dans la presse quotidienne régionale",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:5Ul4iDaHHb8C,"S Bourdin, P Jeanne, F Raulin","Natures Sciences Sociétés 28 (2), 145-158, 2020",2020
Les signatures spatiales de la criminalité dans les villes du Sud. L’exemple de la ville de Yaoundé,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:K3LRdlH-MEoC,"S Bourdin, WB Chancelier","Mondes en developpement, 149-178, 2019",2019
Localisation et inégalités de revenus: Nouveaux défis pour les territoires urbains,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:vRqMK49ujn8C,"S Bourdin, Y Psycharis","Editions L'Harmattan, 2018",2018
European Regional Development Financing: Looking for Cohesion,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:fEOibwPWpKIC,"S Bourdin, A Torre","Revue d'economie financiere 132 (4), 39-57, 2018",2018
Géographie de la résilience des régions européennes face à la crise (2008-2013),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:l7t_Zn2s7bgC,S Bourdin,"Region et Developpement 48, 53-70, 2018",2018
A la recherche de l’intégration et de la cohésion en Europe centrale et orientale: quels effets des Fonds européens?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:nb7KW1ujOQ8C,S Bourdin,"HAL Post-Print, 2018",2018
"The entrepreuneurial context, a factor of Economic Growth in the Europe Union? A GWR analysis on the EU Regions",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:SeFeTyx0c_EC,"J Bonnet, S Bourdin, F Gazzah",,2017
Beyond the measurement of the urban well-being: which perception of quality of life in the European cities?[Au-delà de la mesure du bien-être en milieu urbain: quelle …,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:J-pR_7NvFogC,"S Bourdin, T Cornier","HAL Post-Print, 2017",2017
Les réformes territoriales: un big bang en matière d’aménagement des territoires?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:kRWSkSYxWN8C,"A Torre, S Bourdin","Pouvoirs Locaux: les cahiers de la décentralisation/Institut de la …, 2017",2017
"La méthanisation oui, mais pas chez moi. Une analyse du discours dans la presse quotidienne régionale à partir de l'Économie de la Proximité",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:WbkHhVStYXYC,"S Bourdin, F Raulin, P Jeanne",,2017
Regional Inequality in Europe: Is there a Solution?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:ldfaerwXgEUC,S Bourdin,"Population Avenir, 17-19, 2017",2017
Les inégalités régionales en Europe: comment les résoudre?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:lSLTfruPkqcC,S Bourdin,"Population Avenir, 17-19, 2017",2017
Tous cartographes ou l'« épidémie cartographique » suscitée par la flambée de maladie à virus Ebola,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:O3NaXMp0MMsC,S BOURDIN,"Géoconfluences, 2016",2016
L'Union européenne en quête de cohésion. Les fonds européens participent-ils à la réduction des inégalités territoriales?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:GnPB-g6toBAC,S Bourdin,"CIST2016-En quête de territoire (s)?, 102-107, 2016",2016
France: The Thorny Issues of Territorial Reform,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:M05iB0D1s5AC,"A Torre, S Bourdin","Population Avenir, 14-16, 2016",2016
Introduction-Contributions de la recherche au débat sur la réforme des régions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:BqipwSGYUEgC,"A Torre, S Bourdin","Revue d'économie régionale et urbaine, 1-21, 2015",2015
Chapitre 3-Une gouvernance territoriale à repenser,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:YFjsv_pBGBYC,"M Noucher, PA Landel, A Duval, L Cormier-Topal, B Lensel, ...","Revue d'économie régionale et urbaine, 117-159, 2015",2015
"Chapitre 4-La réforme territoriale, et après?",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:NMxIlDl6LWMC,"S Bourdin, JL Zentelin, JM Callois, GF Dumont, J Beauchard, A Beyer, ...","Revue d'économie régionale et urbaine, 160-188, 2015",2015
BIG BANG TERRRITORIAL : La réforme des régions en débat,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:JV2RwH3_ST0C,SB André Torre,"Ed. Armand Colin, Paris, 2015",2015
Local Convergences And Divergences In The European Union: An Analysis Of The Process Of Integration,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:roLk4NBRz8UC,S Bourdin,"Louvain-la-Neuve: European Regional Science Association (ERSA), 2013",2013
European sustainability to local sustainability: a multiscalar approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:WqliGbK-hY8C,"T Cornier, S Bourdin","ERSA conference papers, 2012",2012
Convergence et intégration régionale dans l'Union européenne: essai de modélisation et de simulation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:ufrVoPGSRksC,S Bourdin,"Rouen, 2012",2012
Convergence vs divergence in the European Union according to platform of simulation.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:LkGwnXOMwfcC,"S Bourdin, B Elissalde","Convergence vs divergence in the European Union according to platform of …, 2011",2011
Convergence locale et croissance régionale: une nouvelle approche de l'évaluation des disparités régionales dans l'Union européenne.,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:eQOLeE2rZwMC,S Bourdin,"Convergence locale et croissance régionale: une nouvelle approche de l …, 2011",2011
"Politique de cohésion, convergence et espace géographique: une approche prospective des disparités économiques et régionales par la modélisation et la simulation",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KFLFnasAAAAJ&pagesize=100&citation_for_view=KFLFnasAAAAJ:MXK_kJrjxJIC,S Bourdin,"Politique de cohésion, convergence et espace géographique: une approche …, 2010",2010
