title,link,authors,publication,article_year
"Re-examining encounter intensity's conceptualisation, measurement and role",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=GVdUNXcAAAAJ&pagesize=100&citation_for_view=GVdUNXcAAAAJ:Y0pCki6q_DkC,N Ghantous,"The Service Industries Journal 35 (5), 237-254, 2015",2015
L’internationalisation des réseaux de franchise: Processus et clefs de succès,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=GVdUNXcAAAAJ&pagesize=100&citation_for_view=GVdUNXcAAAAJ:Zph67rFs4hoC,"N Ghantous, F Chameroy, P Leo, J Philippe","Rapport pour le compte de la Fédération Française de la Franchise, 243, 2013",2013
E-retailer cognitive and emotional relationship quality: their experiential antecedents and differential impact on brand evangelism,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=GVdUNXcAAAAJ&pagesize=100&citation_for_view=GVdUNXcAAAAJ:0EnyYjriUFMC,"I Al Nawas, S Altarifi, N Ghantous","International Journal of Retail & Distribution Management, 2021",2021
Interaction client-personnel et marque-enseigne de services: impact de l'intensité de l'interaction sur les effets dynamisants de la marque-enseigne,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=GVdUNXcAAAAJ&pagesize=100&citation_for_view=GVdUNXcAAAAJ:IjCSPb-OGe4C,N Ghantous,"Aix-Marseille 3, 2010",2010
Les bénéfices de la marque de services pour les franchisés,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=GVdUNXcAAAAJ&pagesize=100&citation_for_view=GVdUNXcAAAAJ:3fE2CSJIrl8C,N GHANTOUS,"Management des services: Convergences, contrastes et controverses, 103, 2021",2021
Zooming in on co-creation practices of international franchisors,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=GVdUNXcAAAAJ&pagesize=100&citation_for_view=GVdUNXcAAAAJ:hqOjcs7Dif8C,"N Ghantous, I Alnawas","Industrial Marketing Management 92, 1-13, 2021",2021
Multiple Stakeholders’ Perspectives on Franchisee Brand Benefits,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=GVdUNXcAAAAJ&pagesize=100&citation_for_view=GVdUNXcAAAAJ:YsMSGLbcyi4C,"N Ghantous, F Jaolis","Rediscovering the Essentiality of Marketing, 637-638, 2016",2016
Exploring the Adaptation of International Franchise Relationships,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=GVdUNXcAAAAJ&pagesize=100&citation_for_view=GVdUNXcAAAAJ:KlAtU1dfN6UC,"N Ghantous, F Chameroy","EMAC Annual Conference, 2015",2015
L’impact de la visite d’une exposition muséale sur la recommandation du musée: le rôle central de l’expertise des visiteurs,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=GVdUNXcAAAAJ&pagesize=100&citation_for_view=GVdUNXcAAAAJ:W7OEmFMy1HYC,"F Chameroy, N Ghantous, L Véran","HAL Post-Print, 2015",2015
L'impact de la personnalité de la marque sur la relation a la marque dans les services,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=GVdUNXcAAAAJ&pagesize=100&citation_for_view=GVdUNXcAAAAJ:Tyk-4Ss8FVUC,N Ghantous,"HAL Post-Print, 2014",2014
Key Success Measures and Factors in International Franchising,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=GVdUNXcAAAAJ&pagesize=100&citation_for_view=GVdUNXcAAAAJ:kNdYIx-mwKoC,"N Ghantous, C Serrano-Archimi, PY Léo, F Chameroy","HAL Post-Print, 2013",2013
Services Brand Personality’s Impact on Customers’ Brand Relationship,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=GVdUNXcAAAAJ&pagesize=100&citation_for_view=GVdUNXcAAAAJ:qjMakFHDy7sC,N Ghantous,"Business: Accounting, Finance, Management & Marketing, 97, 2011",2011
Service branding for multiple stakeholders: A corporate personality perspective,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=GVdUNXcAAAAJ&pagesize=100&citation_for_view=GVdUNXcAAAAJ:u-x6o8ySG0sC,N Ghantous,"Proc. The 18th International RESER Conference, 2008",2008
INTERACTION CLIENT-PERSONNEL ET MARQUE-ENSEIGNE DE SERVICES,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=GVdUNXcAAAAJ&pagesize=100&citation_for_view=GVdUNXcAAAAJ:zYLM7Y9cAGgC,"N GHANTOUS, MG MICHEL, MG PACHE",,
Stakeholders’ alignment in corporate branding: A research agenda,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=GVdUNXcAAAAJ&pagesize=100&citation_for_view=GVdUNXcAAAAJ:UeHWp8X0CEIC,N Ghantous,,
,,,,
